POINT,EASTING,NORTHING,ELEVATION
315.8,271172.4401,2103847.42,-16.3338
320.1,271168.5458,2103841.261,-15.4579
320.2,271169.9037,2103839.683,-16.2806
320.3,271170.4874,2103839.023,-18.3229
320.4,271169.9617,2103839.658,-20.3966
320.5,271168.5979,2103841.246,-21.2552
320.6,271167.3049,2103842.763,-20.4407
320.7,271166.7236,2103843.42,-18.3924
320.8,271167.2384,2103842.799,-16.3523
325.1,271163.2528,2103836.698,-15.4967
325.2,271164.5881,2103835.116,-16.3073
325.3,271165.1672,2103834.437,-18.2645
325.4,271164.6614,2103835.051,-20.3968
325.5,271163.2972,2103836.67,-21.2871
325.6,271161.9867,2103838.224,-20.429
325.7,271161.4364,2103838.865,-18.447
325.8,271161.9561,2103838.24,-16.3648
330.1,271157.8924,2103832.178,-15.5244
330.2,271159.1952,2103830.567,-16.3468
330.3,271159.7446,2103829.899,-18.3183
330.4,271159.2573,2103830.536,-20.4513
330.5,271157.9559,2103832.143,-21.326
330.6,271156.6474,2103833.784,-20.4365
330.7,271156.1285,2103834.406,-18.4678
330.8,271156.6265,2103833.762,-16.409
335.1,271152.511,2103827.713,-15.5645
335.2,271153.7856,2103826.106,-16.3884
335.3,271154.3224,2103825.436,-18.346
335.4,271153.8231,2103826.087,-20.4901
335.5,271152.5188,2103827.714,-21.3565
335.6,271151.2449,2103829.334,-20.4967
335.7,271150.7369,2103829.974,-18.5216
335.8,271151.242,2103829.323,-16.4491
340.1,271147.0064,2103823.37,-15.609
340.2,271148.2601,2103821.721,-16.4646
340.3,271148.7719,2103821.066,-18.4874
340.4,271148.2751,2103821.747,-20.5551
340.5,271147.0473,2103823.373,-21.403
340.6,271145.8059,2103825.014,-20.5605
340.7,271145.2858,2103825.687,-18.5152
340.8,271145.7794,2103825.007,-16.4714
345.1,271141.4546,2103819.119,-15.6343
345.2,271142.673,2103817.483,-16.4876
345.3,271143.1771,2103816.814,-18.4771
345.4,271142.7141,2103817.455,-20.5304
345.5,271141.4714,2103819.139,-21.4268
345.6,271140.2194,2103820.814,-20.5491
345.7,271139.728,2103821.468,-18.5289
345.8,271140.2387,2103820.765,-16.4666
350.1,271135.8803,2103814.907,-15.6853
350.2,271137.0953,2103813.318,-16.5218
350.3,271137.6225,2103812.645,-18.5813
350.4,271137.1093,2103813.335,-20.6448
350.5,271135.9221,2103814.955,-21.4663
350.6,271134.65,2103816.596,-20.6314
350.7,271134.128,2103817.268,-18.5248
350.8,271134.6462,2103816.553,-16.505
355.1,271130.2716,2103810.734,-15.7048
355.2,271131.4755,2103809.126,-16.5505
355.3,271131.9959,2103808.441,-18.6228
355.4,271131.5197,2103809.087,-20.6111
355.5,271130.3067,2103810.768,-21.4922
355.6,271129.0363,2103812.431,-20.6366
355.7,271128.537,2103813.098,-18.6081
355.8,271129.0406,2103812.4,-16.5376
360.1,271124.5989,2103806.615,-15.7265
360.2,271125.8106,2103804.973,-16.577
360.3,271126.3261,2103804.293,-18.6148
360.4,271125.8347,2103804.985,-20.6819
360.5,271124.6873,2103806.633,-21.5189
360.6,271123.4166,2103808.299,-20.6746
360.7,271122.908,2103808.975,-18.6087
360.8,271123.3918,2103808.282,-16.5796
365.1,271118.9201,2103802.546,-15.7743
365.2,271120.1299,2103800.868,-16.6169
365.3,271120.6369,2103800.173,-18.671
365.4,271120.1533,2103800.854,-20.7133
365.5,271118.9819,2103802.513,-21.5643
365.6,271117.7456,2103804.212,-20.7028
365.7,271117.254,2103804.888,-18.6951
365.8,271117.7462,2103804.181,-16.6127
370.1,271113.2627,2103798.398,-15.8183
370.2,271114.4742,2103796.759,-16.663
370.3,271114.9898,2103796.081,-18.7079
370.4,271114.4975,2103796.775,-20.7655
370.5,271113.3085,2103798.444,-21.6045
370.6,271112.0778,2103800.087,-20.7642
370.7,271111.567,2103800.768,-18.6863
370.8,271112.063,2103800.051,-16.6502
375.1,271107.5897,2103794.312,-15.8356
375.2,271108.79,2103792.658,-16.6763
375.3,271109.2987,2103791.966,-18.6906
375.4,271108.8135,2103792.654,-20.7753
375.5,271107.6521,2103794.298,-21.6266
375.6,271106.4195,2103795.982,-20.7955
375.7,271105.9156,2103796.679,-18.7245
375.8,271106.4061,2103795.971,-16.6781
380.1,271101.8834,2103790.204,-15.867
380.2,271103.1094,2103788.546,-16.7038
380.3,271103.632,2103787.859,-18.759
380.4,271103.1544,2103788.548,-20.8068
380.5,271101.894,2103790.258,-21.6645
380.6,271100.7382,2103791.858,-20.8295
380.7,271100.2113,2103792.541,-18.7763
380.8,271100.6862,2103791.857,-16.7392
385.1,271096.2145,2103786.118,-15.8911
385.2,271097.4155,2103784.46,-16.7052
385.3,271097.9358,2103783.756,-18.6679
385.4,271097.4766,2103784.425,-20.8078
385.5,271096.2129,2103786.13,-21.6844
385.6,271095.0441,2103787.79,-20.8148
385.7,271094.5545,2103788.456,-18.8259
385.8,271095.0291,2103787.774,-16.7649
390.1,271090.531,2103782.017,-15.9017
390.2,271091.7489,2103780.366,-16.7212
390.3,271092.2824,2103779.665,-18.7466
390.4,271091.8157,2103780.338,-20.827
390.5,271090.5866,2103782.005,-21.7024
390.6,271089.3956,2103783.646,-20.8814
390.7,271088.8635,2103784.338,-18.8375
390.8,271089.3323,2103783.667,-16.7836
395.1,271084.8381,2103777.958,-15.925
395.2,271086.0454,2103776.289,-16.7196
395.3,271086.5789,2103775.567,-18.6981
395.4,271086.1239,2103776.227,-20.8335
395.5,271084.8634,2103777.991,-21.7307
395.6,271083.7146,2103779.563,-20.9001
395.7,271083.2007,2103780.264,-18.9099
395.8,271083.6672,2103779.597,-16.8185
400.1,271079.161,2103773.845,-15.9547
400.2,271080.3878,2103772.185,-16.7754
400.3,271080.9187,2103771.488,-18.7258
400.4,271080.4578,2103772.156,-20.8621
400.5,271079.2033,2103773.832,-21.7604
400.6,271078.0356,2103775.464,-20.9452
400.7,271077.4968,2103776.163,-18.8996
400.8,271077.9652,2103775.494,-16.8427
405.1,271073.4808,2103769.778,-15.9723
405.2,271074.6655,2103768.139,-16.7555
405.3,271075.2043,2103767.405,-18.6773
405.4,271074.7494,2103768.062,-20.8739
405.5,271073.5184,2103769.751,-21.7627
405.6,271072.3539,2103771.398,-20.962
405.7,271071.822,2103772.11,-18.9467
405.8,271072.2924,2103771.438,-16.86
410.1,271067.7621,2103765.765,-16.0106
410.2,271068.9552,2103764.062,-16.8144
410.3,271069.4628,2103763.335,-18.8473
410.4,271069.0052,2103764.001,-20.917
410.5,271067.7663,2103765.727,-21.803
410.6,271066.6169,2103767.398,-20.9448
410.7,271066.1433,2103768.082,-18.967
410.8,271066.6052,2103767.42,-16.895
415.1,271062.0312,2103761.743,-16.0202
415.2,271063.1948,2103760.054,-16.8171
415.3,271063.7038,2103759.316,-18.7707
415.4,271063.255,2103759.981,-20.9155
415.5,271062.05,2103761.699,-21.8126
415.6,271060.9223,2103763.358,-21.008
415.7,271060.42,2103764.093,-18.951
415.8,271060.8796,2103763.42,-16.9077
420.1,271056.2351,2103757.778,-16.0445
420.2,271057.4019,2103756.072,-16.8493
420.3,271057.9128,2103755.349,-18.8329
420.4,271057.4753,2103756.038,-20.9658
420.5,271056.2869,2103757.758,-21.8375
420.6,271055.1733,2103759.416,-21.0362
420.7,271054.661,2103760.142,-19.0063
420.8,271055.1046,2103759.466,-16.9402
425.1,271050.4655,2103753.876,-16.0701
425.2,271051.5916,2103752.168,-16.878
425.3,271052.075,2103751.424,-18.8429
425.4,271051.6334,2103752.095,-20.9893
425.5,271050.4437,2103753.819,-21.873
425.6,271049.3638,2103755.517,-21.0607
425.7,271048.8824,2103756.25,-19.0249
425.8,271049.3378,2103755.575,-16.9547
430.1,271044.6288,2103750.029,-16.0984
430.2,271045.7394,2103748.302,-16.9113
430.3,271046.213,2103747.562,-18.9578
430.4,271045.7869,2103748.237,-21.0016
430.5,271044.7004,2103750.01,-21.8928
430.6,271043.5627,2103751.71,-21.0699
430.7,271043.094,2103752.443,-19.0282
430.8,271043.5351,2103751.741,-16.9755
435.1,271038.7429,2103746.223,-16.1311
435.2,271039.8437,2103744.487,-16.9654
435.3,271040.3104,2103743.768,-18.9969
435.4,271039.8752,2103744.47,-21.057
435.5,271038.7823,2103746.225,-21.9298
435.6,271037.6899,2103747.945,-21.1026
435.7,271037.2269,2103748.67,-19.0321
435.8,271037.6558,2103747.962,-17.0043
440.1,271032.8131,2103742.517,-16.1481
440.2,271033.8915,2103740.783,-16.9518
440.3,271034.3654,2103740.031,-18.9858
440.4,271033.9286,2103740.734,-21.0608
440.5,271032.8407,2103742.548,-21.9391
440.6,271031.7715,2103744.223,-21.1253
440.7,271031.3181,2103744.963,-19.0985
440.8,271031.7451,2103744.252,-17.0154
445.1,271026.8642,2103738.899,-16.1271
445.2,271027.8953,2103737.143,-16.9245
445.3,271028.3378,2103736.358,-18.9527
445.4,271027.9002,2103737.044,-21.0368
445.5,271026.8417,2103738.825,-21.9201
445.6,271025.8158,2103740.58,-21.1084
445.7,271025.3903,2103741.348,-19.0558
445.8,271025.8166,2103740.663,-17.0165
450.1,271020.8432,2103735.351,-16.0904
450.2,271021.8828,2103733.543,-16.9162
450.3,271022.2996,2103732.772,-18.9084
450.4,271021.8849,2103733.421,-20.9615
450.5,271020.7938,2103735.281,-21.8943
450.6,271019.7992,2103737.021,-21.0543
450.7,271019.392,2103737.788,-19.0703
450.8,271019.8144,2103737.104,-16.9897
455.1,271014.7842,2103731.822,-16.0573
455.2,271015.7935,2103730.046,-16.8647
455.3,271016.2179,2103729.263,-18.9006
455.4,271015.795,2103729.966,-20.9771
455.5,271014.7986,2103731.709,-21.8509
455.6,271013.7597,2103733.533,-21.0177
455.7,271013.3474,2103734.3,-18.9766
455.8,271013.7726,2103733.587,-16.9249
460.1,271008.6669,2103728.39,-16.0093
460.2,271009.6566,2103726.584,-16.8225
460.3,271010.0746,2103725.812,-18.8392
460.4,271009.6751,2103726.527,-20.9245
460.5,271008.6984,2103728.312,-21.8002
460.6,271007.7003,2103730.112,-20.986
460.7,271007.2825,2103730.892,-18.9352
460.8,271007.6928,2103730.157,-16.8679
465.1,271002.5372,2103725.009,-15.931
465.2,271003.5179,2103723.202,-16.7656
465.3,271003.9097,2103722.434,-18.7019
465.4,271003.5064,2103723.132,-20.85
465.5,271002.4821,2103724.97,-21.733
465.6,271001.5385,2103726.726,-20.9209
465.7,271001.1369,2103727.512,-18.8566
465.8,271001.5615,2103726.785,-16.8028
470.1,270996.3763,2103721.663,-15.8684
470.2,270997.3176,2103719.862,-16.6891
470.3,270997.7154,2103719.084,-18.7259
470.4,270997.3179,2103719.822,-20.8114
470.5,270996.3682,2103721.62,-21.663
470.6,270995.4139,2103723.431,-20.8404
470.7,270995.017,2103724.211,-18.8002
470.8,270995.4178,2103723.469,-16.7282
475.1,270990.2047,2103718.409,-15.7937
475.2,270991.1323,2103716.611,-16.6112
475.3,270991.5133,2103715.823,-18.5962
475.4,270991.1044,2103716.553,-20.7408
475.5,270990.138,2103718.365,-21.5954
475.6,270989.204,2103720.184,-20.7547
475.7,270988.8272,2103720.948,-18.7193
475.8,270989.234,2103720.233,-16.6779
480.1,270983.9885,2103715.204,-15.727
480.2,270984.9208,2103713.382,-16.5559
480.3,270985.2984,2103712.604,-18.5965
480.4,270984.8869,2103713.329,-20.6722
480.5,270983.9495,2103715.108,-21.5269
480.6,270982.9952,2103716.944,-20.7046
480.7,270982.6172,2103717.733,-18.6561
480.8,270983.0785,2103716.919,-16.4899
485.1,270977.7669,2103711.996,-15.6471
485.2,270978.683,2103710.173,-16.4725
485.3,270979.0525,2103709.388,-18.4685
485.4,270978.6477,2103710.116,-20.5916
485.5,270977.6981,2103711.929,-21.4464
485.6,270976.7845,2103713.763,-20.6189
485.7,270976.416,2103714.544,-18.5406
485.8,270976.8448,2103713.778,-16.4799
490.1,270971.5614,2103708.715,-15.5881
490.2,270972.4237,2103706.98,-16.4164
490.3,270972.8004,2103706.2,-18.4699
490.4,270972.4221,2103706.927,-20.5118
490.5,270971.4675,2103708.687,-21.3843
490.6,270970.5714,2103710.597,-20.5589
490.7,270970.1914,2103711.375,-18.5102
490.8,270970.5904,2103710.626,-16.4422
495.1,270965.2535,2103705.66,-15.5151
495.2,270966.1886,2103703.823,-16.3518
495.3,270966.5731,2103703.06,-18.3113
495.4,270966.1833,2103703.8,-20.4557
495.5,270965.2581,2103705.605,-21.3186
495.6,270964.3148,2103707.443,-20.4899
495.7,270963.9277,2103708.207,-18.4351
495.8,270964.3175,2103707.473,-16.3875
500.1,270959.0123,2103702.521,-15.4279
500.2,270959.9115,2103700.706,-16.2434
500.3,270960.2851,2103699.92,-18.2529
500.4,270959.9085,2103700.65,-20.3566
500.5,270958.9593,2103702.507,-21.2274
500.6,270958.0703,2103704.304,-20.4166
500.7,270957.686,2103705.091,-18.3797
500.8,270958.0802,2103704.348,-16.2901
505.1,270952.7799,2103699.366,-15.3532
505.2,270953.6733,2103697.592,-16.133
505.3,270954.0653,2103696.763,-18.2257
505.4,270953.6612,2103697.491,-20.2949
505.5,270952.7381,2103699.282,-21.1541
505.6,270951.805,2103701.129,-20.3351
505.7,270951.4355,2103701.913,-18.2642
505.8,270951.8358,2103701.188,-16.2355
510.1,270946.5299,2103696.233,-15.2814
510.2,270947.4329,2103694.424,-16.0691
510.3,270947.8263,2103693.609,-18.0181
510.4,270947.4402,2103694.325,-20.2042
510.5,270946.4436,2103696.143,-21.0776
510.6,270945.6088,2103697.974,-20.2802
510.7,270945.2286,2103698.779,-18.2242
510.8,270945.6058,2103698.063,-16.1702
515.1,270940.2861,2103693.113,-15.2134
515.2,270941.2064,2103691.283,-15.9993
515.3,270941.5952,2103690.46,-17.9917
515.4,270941.1937,2103691.167,-20.1251
515.5,270940.2484,2103693.027,-21.0073
515.6,270939.3364,2103694.813,-20.2094
515.7,270938.9619,2103695.618,-18.1764
515.8,270939.3644,2103694.893,-16.0872
520.1,270934.0166,2103689.962,-15.1298
520.2,270934.9372,2103688.121,-15.9122
520.3,270935.3329,2103687.295,-17.9222
520.4,270934.9511,2103688.005,-20.033
520.5,270934.0023,2103689.823,-20.9258
520.6,270933.1108,2103691.67,-20.1307
520.7,270932.7305,2103692.469,-18.0652
520.8,270933.1189,2103691.733,-16.003
525.1,270927.8132,2103686.754,-15.0612
525.2,270928.7267,2103684.945,-15.8852
525.3,270929.0968,2103684.156,-17.8667
525.4,270928.6953,2103684.869,-19.989
525.5,270927.7805,2103686.631,-20.8613
525.6,270926.8416,2103688.496,-20.0614
525.7,270926.4665,2103689.309,-17.9525
525.8,270926.8681,2103688.583,-15.9365
530.1,270921.5506,2103683.588,-14.9759
530.2,270922.4525,2103681.782,-15.7859
530.3,270922.8395,2103680.983,-17.7722
530.4,270922.4535,2103681.698,-19.8921
530.5,270921.5057,2103683.558,-20.7756
530.6,270920.6143,2103685.362,-19.9672
530.7,270920.2352,2103686.155,-17.9085
530.8,270920.6214,2103685.419,-15.8447
535.1,270915.2897,2103680.442,-14.8923
535.2,270916.1861,2103678.664,-15.6656
535.3,270916.5812,2103677.835,-17.6943
535.4,270916.1905,2103678.541,-19.8127
535.5,270915.3126,2103680.343,-20.6847
535.6,270914.326,2103682.198,-19.8687
535.7,270913.95,2103682.989,-17.8055
535.8,270914.3498,2103682.256,-15.7656
540.1,270909.0318,2103677.276,-14.8116
540.2,270909.934,2103675.456,-15.6236
540.3,270910.3179,2103674.67,-17.5896
540.4,270909.9345,2103675.403,-19.747
540.5,270909.0306,2103677.25,-20.6059
540.6,270908.1094,2103679.043,-19.7994
540.7,270907.7155,2103679.843,-17.7224
540.8,270908.1048,2103679.099,-15.6632
545.1,270902.8069,2103674.114,-14.7477
545.2,270903.6953,2103672.35,-15.5246
545.3,270904.087,2103671.523,-17.6004
545.4,270903.6817,2103672.26,-19.6991
545.5,270902.7787,2103674.074,-20.5428
545.6,270901.8242,2103675.907,-19.7092
545.7,270901.4556,2103676.679,-17.6882
545.8,270901.8608,2103675.939,-15.6064
550.1,270896.5699,2103670.901,-14.6727
550.2,270897.4431,2103669.143,-15.4937
550.3,270897.8226,2103668.363,-17.4998
550.4,270897.4358,2103669.106,-19.6168
550.5,270896.4643,2103670.899,-20.4672
550.6,270895.6054,2103672.754,-19.6411
550.7,270895.2192,2103673.537,-17.5937
550.8,270895.61,2103672.788,-15.5315
555.1,270890.3103,2103667.805,-14.5919
555.2,270891.2245,2103665.992,-15.4341
555.3,270891.5914,2103665.217,-17.4569
555.4,270891.1894,2103665.947,-19.5479
555.5,270890.2182,2103667.776,-20.3974
555.6,270889.3317,2103669.592,-19.5634
555.7,270888.9654,2103670.359,-17.3513
555.8,270889.3643,2103669.625,-15.4575
560.1,270884.0357,2103664.671,-14.5307
560.2,270884.9462,2103662.834,-15.355
560.3,270885.3236,2103662.054,-17.4346
560.4,270884.9422,2103662.798,-19.465
560.5,270883.9832,2103664.639,-20.3229
560.6,270883.1138,2103666.438,-19.5095
560.7,270882.7253,2103667.222,-17.4356
560.8,270883.1194,2103666.474,-15.3805
565.1,270877.8205,2103661.487,-14.4502
565.2,270878.7216,2103659.703,-15.2645
565.3,270879.0982,2103658.906,-17.2666
565.4,270878.6921,2103659.649,-19.4037
565.5,270877.7618,2103661.491,-20.248
565.6,270876.8315,2103663.295,-19.4059
565.7,270876.4621,2103664.063,-17.3733
565.8,270876.8627,2103663.332,-15.3123
570.1,270871.5518,2103658.335,-14.3774
570.2,270872.4555,2103656.525,-15.1987
570.3,270872.8369,2103655.736,-17.2446
570.4,270872.4572,2103656.471,-19.3123
570.5,270871.5785,2103658.311,-20.1756
570.6,270870.6291,2103660.108,-19.3699
570.7,270870.2358,2103660.907,-17.2939
570.8,270870.6227,2103660.165,-15.2345
575.1,270865.3254,2103655.178,-14.2992
575.2,270866.2312,2103653.376,-15.116
575.3,270866.6077,2103652.584,-17.1569
575.4,270866.2028,2103653.333,-19.2671
575.5,270865.2893,2103655.151,-20.0946
575.6,270864.3416,2103656.982,-19.2416
575.7,270863.9771,2103657.736,-17.1101
575.8,270864.3818,2103656.998,-15.1555
580.1,270859.0907,2103652.01,-14.2284
580.2,270859.9855,2103650.221,-15.0556
580.3,270860.3594,2103649.445,-17.1702
580.4,270859.9821,2103650.17,-19.1629
580.5,270859.0152,2103652.049,-20.0235
580.6,270858.1343,2103653.842,-19.1866
580.7,270857.7642,2103654.602,-17.1418
580.8,270858.1518,2103653.857,-15.0858
585.1,270852.851,2103648.869,-14.1463
585.2,270853.7454,2103647.107,-14.9463
585.3,270854.1346,2103646.294,-17.0259
585.4,270853.731,2103647.022,-19.0894
585.5,270852.7828,2103648.835,-19.947
585.6,270851.852,2103650.697,-19.0837
585.7,270851.4979,2103651.449,-17.0861
585.8,270851.8963,2103650.719,-15.0158
590.1,270846.6044,2103645.735,-14.0808
590.2,270847.5072,2103643.909,-14.9179
590.3,270847.8672,2103643.132,-16.9549
590.4,270847.4691,2103643.849,-19.002
590.5,270846.4841,2103645.745,-19.8807
590.6,270845.6367,2103647.508,-19.0625
590.7,270845.269,2103648.304,-17.0354
590.8,270845.6626,2103647.585,-14.9595
595.1,270840.342,2103642.594,-13.9953
595.2,270841.2411,2103640.815,-14.7765
595.3,270841.6393,2103639.99,-16.8077
595.4,270841.2381,2103640.71,-18.9197
595.5,270840.2775,2103642.554,-19.7913
595.6,270839.3696,2103644.359,-18.9629
595.7,270839.0003,2103645.148,-16.9143
595.8,270839.3978,2103644.41,-14.8602
600.1,270834.0285,2103639.532,-13.9222
600.2,270834.9927,2103637.579,-14.7484
600.3,270835.3543,2103636.798,-16.7094
600.4,270834.9682,2103637.519,-18.8308
600.5,270833.8741,2103639.253,-19.715
600.6,270833.1322,2103641.183,-18.8959
600.7,270832.7578,2103641.974,-16.8817
600.8,270833.1533,2103641.258,-14.8029
605.1,270827.8331,2103636.249,-13.8418
605.2,270828.7551,2103634.433,-14.6563
605.3,270829.1332,2103633.635,-16.7136
605.4,270828.7383,2103634.378,-18.7882
605.5,270827.8227,2103636.273,-19.6442
605.6,270826.8708,2103638.031,-18.8035
605.7,270826.4964,2103638.796,-16.782
605.8,270826.9109,2103638.04,-14.6906
610.1,270821.6463,2103632.992,-13.7551
610.2,270822.5438,2103631.252,-14.5639
610.3,270822.9291,2103630.451,-16.6158
610.4,270822.5214,2103631.179,-18.6915
610.5,270821.5358,2103633.012,-19.5527
610.6,270820.6257,2103634.826,-18.7048
610.7,270820.2541,2103635.589,-16.7047
610.8,270820.6529,2103634.877,-14.6426
616.1,270814.1876,2103629.176,-13.6586
616.2,270815.1178,2103627.362,-14.4713
616.3,270815.4876,2103626.566,-16.4891
616.4,270815.0832,2103627.275,-18.5726
616.5,270814.1036,2103629.092,-19.4533
616.6,270813.1601,2103630.95,-18.5924
616.7,270812.8006,2103631.702,-16.5783
616.8,270813.2218,2103630.984,-14.5355
620.1,270809.2526,2103626.542,-13.5974
620.2,270810.1899,2103624.749,-14.412
620.3,270810.5673,2103623.95,-16.3896
620.4,270810.1546,2103624.65,-18.5091
620.5,270809.1876,2103626.47,-19.3819
620.6,270808.2234,2103628.251,-18.5907
620.7,270807.8339,2103629.058,-16.5415
620.8,270808.2748,2103628.324,-14.4407
625.1,270803.1031,2103623.172,-13.4984
625.2,270804.0636,2103621.411,-14.3278
625.3,270804.4562,2103620.635,-16.2874
625.4,270804.0265,2103621.349,-18.4387
625.5,270803.0521,2103623.125,-19.291
625.6,270802.0502,2103624.91,-18.4788
625.7,270801.6428,2103625.695,-16.4483
625.8,270802.0637,2103625.007,-14.3895
630.1,270796.9588,2103619.793,-13.4098
630.2,270797.9459,2103618.03,-14.2464
630.3,270798.3498,2103617.267,-16.2619
630.4,270797.9317,2103617.958,-18.3336
630.5,270796.925,2103619.76,-19.2123
630.6,270795.9224,2103621.512,-18.406
630.7,270795.5007,2103622.296,-16.3482
630.8,270795.9556,2103621.544,-14.2287
635.1,270790.8522,2103616.384,-13.3417
635.2,270791.8546,2103614.588,-14.1532
635.3,270792.2661,2103613.802,-16.1266
635.4,270791.8503,2103614.481,-18.2429
635.5,270790.8216,2103616.29,-19.1461
635.6,270789.8316,2103618.051,-18.3384
635.7,270789.4198,2103618.828,-16.2477
635.8,270789.8365,2103618.152,-14.2307
640.1,270784.8186,2103612.904,-13.2523
640.2,270785.8622,2103611.108,-14.0609
640.3,270786.2651,2103610.317,-16.1756
640.4,270785.8139,2103610.985,-18.1747
640.5,270784.7447,2103612.779,-19.0369
640.6,270783.7237,2103614.491,-18.2477
640.7,270783.3065,2103615.289,-16.2108
640.8,270783.7906,2103614.586,-14.0979
645.1,270778.7794,2103609.237,-13.1756
645.2,270779.8501,2103607.513,-13.9628
645.3,270780.3167,2103606.742,-15.9976
645.4,270779.8834,2103607.426,-18.0939
645.5,270778.8061,2103609.153,-18.9702
645.6,270777.7211,2103610.907,-18.1619
645.7,270777.259,2103611.655,-16.1021
645.8,270777.691,2103610.979,-14.0774
650.1,270772.8227,2103605.608,-13.119
650.2,270773.9187,2103603.834,-13.925
650.3,270774.3661,2103603.073,-15.9402
650.4,270773.9231,2103603.737,-18.0148
650.5,270772.7878,2103605.497,-18.912
650.6,270771.7581,2103607.199,-18.1314
650.7,270771.293,2103607.978,-16.0753
650.8,270771.7411,2103607.312,-14.0204
655.1,270766.9331,2103601.845,-13.0409
655.2,270768.0343,2103600.138,-13.8405
655.3,270768.5089,2103599.375,-15.8733
655.4,270768.0524,2103600.044,-17.9699
655.5,270766.8993,2103601.824,-18.8413
655.6,270765.8302,2103603.471,-18.0395
655.7,270765.3641,2103604.226,-16.0247
655.8,270765.8119,2103603.56,-13.9413
660.1,270761.0641,2103598.071,-12.9636
660.2,270762.1946,2103596.313,-13.7777
660.3,270762.6503,2103595.563,-15.8775
660.4,270762.1749,2103596.222,-17.8788
660.5,270761.0119,2103597.961,-18.7662
660.6,270759.9449,2103599.644,-17.9659
660.7,270759.4887,2103600.405,-15.9011
660.8,270759.9614,2103599.738,-13.8486
665.1,270755.2712,2103594.117,-12.8914
665.2,270756.3779,2103592.462,-13.7131
665.3,270756.8539,2103591.717,-15.808
665.4,270756.373,2103592.385,-17.8374
665.5,270755.2082,2103594.092,-18.7045
665.6,270754.0922,2103595.757,-17.8875
665.7,270753.619,2103596.505,-15.9073
665.8,270754.0994,2103595.839,-13.7736
670.1,270749.475,2103590.205,-12.8215
670.2,270750.6377,2103588.528,-13.6554
670.3,270751.1187,2103587.8,-15.6799
670.4,270750.628,2103588.445,-17.7345
670.5,270749.4214,2103590.171,-18.6214
670.6,270748.2712,2103591.802,-17.8099
670.7,270747.7962,2103592.538,-15.733
670.8,270748.2984,2103591.863,-13.6872
675.1,270743.7429,2103586.194,-12.7347
675.2,270744.9216,2103584.536,-13.5539
675.3,270745.4128,2103583.806,-15.6006
675.4,270744.9037,2103584.457,-17.6502
675.5,270743.7024,2103586.139,-18.5311
675.6,270742.5017,2103587.793,-17.6884
675.7,270742.0327,2103588.509,-15.6568
675.8,270742.5426,2103587.842,-13.59
680.1,270738.0024,2103582.129,-12.6638
680.2,270739.2382,2103580.424,-13.5256
680.3,270739.7145,2103579.739,-15.4589
680.4,270739.2488,2103580.35,-17.541
680.5,270737.96,2103582.075,-18.4641
680.6,270736.7874,2103583.722,-17.6208
680.7,270736.2999,2103584.413,-15.5814
680.8,270736.8121,2103583.748,-13.5324
685.1,270732.4028,2103577.943,-12.5948
685.2,270733.614,2103576.299,-13.4293
685.3,270734.1089,2103575.591,-15.3226
685.4,270733.6049,2103576.23,-17.5197
685.5,270732.342,2103577.886,-18.3967
685.6,270731.1294,2103579.564,-17.5188
685.7,270730.6536,2103580.236,-15.5211
685.8,270731.1814,2103579.57,-13.4451
690.1,270726.7672,2103573.77,-12.5111
690.2,270728.016,2103572.109,-13.3447
690.3,270728.5194,2103571.414,-15.3075
690.4,270727.9967,2103572.077,-17.4638
690.5,270726.7366,2103573.717,-18.3123
690.6,270725.5402,2103575.337,-17.4773
690.7,270725.0317,2103576.034,-15.4335
690.8,270725.5465,2103575.379,-13.383
695.1,270721.2241,2103569.515,-12.4393
695.2,270722.5026,2103567.888,-13.2759
695.3,270723.0211,2103567.195,-15.3299
695.4,270722.5149,2103567.797,-17.3279
695.5,270721.1726,2103569.447,-18.235
695.6,270719.9294,2103571.056,-17.3882
695.7,270719.4197,2103571.732,-15.3759
695.8,270719.9606,2103571.092,-13.3067
700.1,270715.728,2103565.161,-12.3645
700.2,270717.0258,2103563.539,-13.2175
700.3,270717.544,2103562.87,-15.2229
700.4,270717.0885,2103563.412,-17.1695
700.5,270715.712,2103565.084,-18.1642
700.6,270714.4416,2103566.699,-17.3293
700.7,270713.9055,2103567.382,-15.2816
700.8,270714.4486,2103566.739,-13.2286
705.1,270710.2909,2103560.765,-12.2826
705.2,270711.5836,2103559.171,-13.1088
705.3,270712.1186,2103558.478,-15.176
705.4,270711.6138,2103559.065,-17.169
705.5,270710.2873,2103560.647,-18.0887
705.6,270709.0261,2103562.226,-17.323
705.7,270708.4533,2103562.959,-15.226
705.8,270709.003,2103562.322,-13.151
710.1,270704.8807,2103556.31,-12.2138
710.2,270706.2116,2103554.754,-13.0153
710.3,270706.7833,2103554.062,-14.9709
710.4,270706.4433,2103554.437,-16.7742
710.5,270704.8937,2103556.24,-18.0178
710.6,270703.6532,2103557.681,-17.3048
710.7,270703.0111,2103558.448,-15.1635
710.8,270703.555,2103557.843,-13.1055
715.1,270699.5353,2103551.812,-12.1549
715.2,270700.8953,2103550.233,-12.9526
715.3,270701.4665,2103549.539,-14.9723
715.4,270700.9642,2103550.083,-16.9908
715.5,270699.5721,2103551.659,-17.949
715.6,270698.1756,2103553.284,-17.054
715.7,270697.6559,2103553.905,-15.1233
715.8,270698.1975,2103553.321,-13.0558
